company_name,categories,main_category
CareerTu,"Commerce and Shopping, Data and Analytics, Design, Internet Services, Sales and Marketing",Software y Servicios B2B
AnchorUSD,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Finanzas
Neon,"Food and Beverage, Transportation",Consumo
WorkClout,"Manufacturing, Software",Industria
Leena AI,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Bits,"Apps, Financial Services, Internet Services, Lending and Investments, Mobile, Payments, Software",Finanzas
Procol,"Consumer Electronics, Hardware, Information Technology, Software, Transportation",Software y Servicios B2B
Nettrons,"Administrative Services, Professional Services",No Especificado
Spring in Africa,"Financial Services, Mobile, Other, Payments, Software",Finanzas
Glide Apps,"Apps, Mobile, Software",Software y Servicios B2B
Cocoon_2,"Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications",Software y Servicios B2B
Memfault,"Information Technology, Internet Services, Software",Software y Servicios B2B
Conta Simples,"Financial Services, Information Technology, Internet Services, Lending and Investments, Software",Finanzas
Ysplit,Financial Services,Finanzas
Synthetic Minds,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Science and Engineering",Software y Servicios B2B
NUMI,"Design, Internet Services, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Soteris,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
Jido Maps,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Cuanto,"Financial Services, Information Technology, Mobile, Payments, Software",Finanzas
Tint.ai,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",Finanzas
Atmos,"Commerce and Shopping, Other, Real Estate",Bienes Raíces y Construcción
Cherry,"Administrative Services, Information Technology, Internet Services, Mobile, Other, Platforms, Software",Software y Servicios B2B
BloomJoy,"Advertising, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing",No Especificado
Enerjazz,"Energy, Sustainability, Transportation",No Especificado
ReverCare,Health Care,Salud
Allo,"Community and Lifestyle, Internet Services",No Especificado
Schoolable,"Design, Education, Financial Services",Educación
Zeta Surgical,"Hardware, Health Care, Science and Engineering, Software",Software y Servicios B2B
Tappity,"Education, Information Technology, Other, Software",Educación
Arpio,"Internet Services, Other, Software",Software y Servicios B2B
Encarte,"Commerce and Shopping, Internet Services, Software",Software y Servicios B2B
PreFlight,"Professional Services, Software",Software y Servicios B2B
Bensen AI,"Consumer Electronics, Hardware, Software",Software y Servicios B2B
Tajir,"Commerce and Shopping, Other",Consumo
Woody Library,"Commerce and Shopping, Education, Internet Services, Travel and Tourism",Educación
Balto,Sports,No Especificado
Maitian.ai,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
Vectordash,"Gaming, Software",Software y Servicios B2B
Playbook,"Apps, Community and Lifestyle, Software",Software y Servicios B2B
Visly,"Apps, Software",Software y Servicios B2B
Taobotics,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Manufacturing, Science and Engineering, Software",Industria
CaseGuide,Professional Services,No Especificado
Pepper,"Food and Beverage, Hardware, Health Care, Information Technology, Software",Software y Servicios B2B
á la couch,"Food and Beverage, Transportation",Consumo
Ultralight,"Consumer Electronics, Hardware, Software",Software y Servicios B2B
Voyage Biomedical,Health Care,Salud
DevFlight,"Commerce and Shopping, Software",Software y Servicios B2B
Cognition IP,"Information Technology, Media and Entertainment, Other, Professional Services",Software y Servicios B2B
Dbrain,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",Software y Servicios B2B
PlayingViral,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Midtype,Software,Software y Servicios B2B
Wing It,"Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Travel and Tourism",Software y Servicios B2B
Evo.Do,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software",Software y Servicios B2B
Pengram,"Hardware, Mobile, Platforms, Software",Software y Servicios B2B
Trestle,"Data and Analytics, Information Technology, Internet Services, Software",Software y Servicios B2B
Datamode,"Consumer Electronics, Data and Analytics, Hardware, Software",Software y Servicios B2B
Allpro Technologies,"Education, Financial Services, Information Technology, Payments, Software",Educación
Let’s Do This,"Commerce and Shopping, Events, Media and Entertainment, Sports",Consumo
Slite,"Other, Software",Software y Servicios B2B
Arrow_2,"Apps, Content and Publishing, Hardware, Internet Services, Media and Entertainment, Mobile, Software, Video",Software y Servicios B2B
Pronto,"Administrative Services, Apps, Commerce and Shopping, Food and Beverage, Real Estate, Software, Transportation, Travel and Tourism",Bienes Raíces y Construcción
Tough Commerce,"Administrative Services, Apps, Commerce and Shopping, Real Estate, Software",Bienes Raíces y Construcción
Plane,"Administrative Services, Financial Services, Health Care, Payments, Professional Services, Software",Finanzas
Covela,Financial Services,Finanzas
Ben,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Finanzas
Boostly,"Advertising, Commerce and Shopping, Hardware, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software",Software y Servicios B2B
SenpAI.GG,"Content and Publishing, Education, Gaming, Hardware, Media and Entertainment, Software, Sports, Video",Educación
Convictional,"Other, Professional Services, Software",Software y Servicios B2B
Invocable,"Consumer Electronics, Hardware, Internet Services, Real Estate",Bienes Raíces y Construcción
Hedgehog,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",Finanzas
Datree,"Information Technology, Internet Services, Software",Software y Servicios B2B
Ever Loved,"Community and Lifestyle, Health Care",Salud
Narrator,"Data and Analytics, Education, Software",Educación
Passiv,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",Finanzas
Stacker,"Apps, Information Technology, Mobile, Platforms, Software",Software y Servicios B2B
64x Bio,"Biotechnology, Health Care, Science and Engineering",Salud
CoinTracker,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Professional Services, Software",Finanzas
Feroot Security,"Information Technology, Privacy and Security, Software",Software y Servicios B2B
Medinas Health,"Commerce and Shopping, Financial Services, Health Care",Finanzas
Polly,"Apps, Information Technology, Internet Services, Mobile, Platforms, Software",Software y Servicios B2B
EARTH AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Natural Resources, Science and Engineering, Software",Software y Servicios B2B
EdenFarm Indonesia,"Agriculture and Farming, Consumer Goods, Transportation",Consumo
Acorn Biolabs,Health Care,Salud
Klarity,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software",Finanzas
Inscribe,"Information Technology, Internet Services, Other, Software",Software y Servicios B2B
Phiar Technologies,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation",Software y Servicios B2B
Aura Vision,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
PullRequest,"Information Technology, Science and Engineering, Software",Software y Servicios B2B
PopSQL,"Data and Analytics, Software",Software y Servicios B2B
The Lobby,"Commerce and Shopping, Professional Services, Software",Software y Servicios B2B
CoVerified,"Health Care, Information Technology, Mobile, Software",Software y Servicios B2B
Breadfast,"Commerce and Shopping, Food and Beverage, Other, Transportation",Consumo
Pulse_2,"Community and Lifestyle, Data and Analytics, Design, Information Technology, Other",Software y Servicios B2B
Cloosiv,Food and Beverage,Consumo
SafetyWing,"Apps, Financial Services, Software",Finanzas
Proof,"Commerce and Shopping, Sales and Marketing",Consumo
Avo,"Commerce and Shopping, Information Technology, Professional Services, Sales and Marketing, Software",Software y Servicios B2B
Allure Systems,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Science and Engineering, Software",Software y Servicios B2B
Soon,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Payments, Software",Finanzas
Goodcover,Financial Services,Finanzas
Pathrise,"Education, Professional Services",Educación
Pyka,"Agriculture and Farming, Hardware, Science and Engineering, Software, Transportation",Software y Servicios B2B
Boundless Immigration,"Administrative Services, Information Technology, Other, Professional Services, Software",Software y Servicios B2B
FlowEQ,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Charge Running,"Apps, Mobile, Other, Platforms, Software, Sports",Software y Servicios B2B
BBy,"Commerce and Shopping, Community and Lifestyle, Health Care",Salud
Rain AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",Software y Servicios B2B
MindsDB,"Artificial Intelligence (AI), Data and Analytics, Software",Software y Servicios B2B
Biobot Analytics,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Natural Resources, Science and Engineering, Software",Software y Servicios B2B
Catch,"Administrative Services, Apps, Community and Lifestyle, Financial Services, Health Care, Mobile, Other, Software",Finanzas
D-ID,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
BioRender,"Biotechnology, Design, Science and Engineering, Software",Software y Servicios B2B
Routable,"Financial Services, Information Technology, Other, Payments",Finanzas
Nala,"Financial Services, Mobile, Payments, Software",Finanzas
CoLab Software,"Consumer Electronics, Hardware, Information Technology, Software",Software y Servicios B2B
Yassir,"Apps, Financial Services, Information Technology, Mobile, Software, Transportation",Finanzas
Rebellyous Foods,"Food and Beverage, Manufacturing",Industria
Curebase,"Health Care, Software",Software y Servicios B2B
Easol,"Community and Lifestyle, Software, Travel and Tourism",Software y Servicios B2B
Microverse,"Education, Internet Services, Software",Educación
Persephone Biosciences,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Collectly,"Financial Services, Health Care, Payments, Software",Finanzas
Corvus Robotics,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",Software y Servicios B2B
Snappr,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Software",Software y Servicios B2B
Centaur Labs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Health Care, Other, Science and Engineering, Software",Software y Servicios B2B
Mighty Buildings,"Manufacturing, Real Estate, Sustainability",Bienes Raíces y Construcción
Emi Labs,"Administrative Services, Professional Services",No Especificado
Arpeggio Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Convex,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Obie,"Financial Services, Real Estate",Bienes Raíces y Construcción
Forage,"Education, Professional Services, Software",Educación
Atrium LTS,"Professional Services, Software",Software y Servicios B2B
Veryfi,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Information Technology, Science and Engineering, Software",Finanzas
Sable,Financial Services,Finanzas
Flowspace,"Software, Transportation",Software y Servicios B2B
Gordian Software,"Events, Media and Entertainment, Software, Transportation, Travel and Tourism",Software y Servicios B2B
ScopeAI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Blueberry Pediatrics,"Health Care, Travel and Tourism",Salud
Nomba,"Commerce and Shopping, Consumer Electronics, Financial Services, Hardware, Lending and Investments, Payments",Finanzas
Copilot,"Apps, Software",Software y Servicios B2B
VenoStent,"Biotechnology, Health Care, Manufacturing, Science and Engineering",Industria
CodeStream,"Consumer Electronics, Hardware, Software",Software y Servicios B2B
Four Growers,"Hardware, Manufacturing, Science and Engineering, Software",Industria
Regology,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Information Technology, Media and Entertainment, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Reverie Labs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Juni Learning,"Consumer Electronics, Design, Education, Hardware, Science and Engineering, Software",Educación
Cowrywise,Financial Services,Finanzas
Senso.ai,"Data and Analytics, Software",Software y Servicios B2B
Upfort,"Financial Services, Information Technology, Privacy and Security",Finanzas
Spect,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Pylon_2,"Energy, Other, Software",Software y Servicios B2B
JITX,"Hardware, Science and Engineering, Software",Software y Servicios B2B
Tipe,Internet Services,No Especificado
Genomelink,"Biotechnology, Health Care, Science and Engineering, Software, Sports",Software y Servicios B2B
Hiration,"Administrative Services, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Professional Services, Science and Engineering, Software",Software y Servicios B2B
SnapTrade,"Financial Services, Software",Finanzas
Draftbit,"Mobile, Platforms, Software",Software y Servicios B2B
MindFi,"Apps, Health Care, Software",Software y Servicios B2B
SST,"Apps, Information Technology, Software",Software y Servicios B2B
BUMP,"Apps, Clothing and Apparel, Commerce and Shopping, Design, Internet Services, Mobile, Other, Software",Software y Servicios B2B
WeatherCheck,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Software",Finanzas
MARS Auto,"Information Technology, Software, Transportation",Software y Servicios B2B
Ovipost,"Agriculture and Farming, Biotechnology, Science and Engineering",Salud
Nanonets,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
Modern Fertility,"Community and Lifestyle, Health Care",Salud
Waydev,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",Software y Servicios B2B
Actipulse Neuroscience (YC W22),"Biotechnology, Health Care, Science and Engineering",Salud
Safepay,"Financial Services, Mobile, Payments, Software",Finanzas
Anima App,"Design, Information Technology, Internet Services, Software",Software y Servicios B2B
Makani Science,"Biotechnology, Health Care, Science and Engineering",Salud
Shone,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",Software y Servicios B2B
College Pulse,"Apps, Community and Lifestyle, Mobile, Software",Software y Servicios B2B
Sepsis Scout,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Information Technology, Science and Engineering, Software",Software y Servicios B2B
AXDRAFT,"Professional Services, Software",Software y Servicios B2B
Glimpsek12,"Education, Software",Educación
onederful,"Financial Services, Health Care, Software",Finanzas
Bear Flag Robotics,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",Industria
Supermedium,"Content and Publishing, Hardware, Internet Services, Media and Entertainment, Software",Software y Servicios B2B
LUS Brands,"Commerce and Shopping, Consumer Goods",Consumo
AllSome,"Administrative Services, Commerce and Shopping, Transportation",Consumo
Duffel,"Internet Services, Software, Travel and Tourism",Software y Servicios B2B
Cero.AI,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",Software y Servicios B2B
hypcloud,"Financial Services, Real Estate",Bienes Raíces y Construcción
Gustav,"Administrative Services, Apps, Professional Services, Software",Software y Servicios B2B
HelpNow,Health Care,Salud
AuroraQ,"Consumer Electronics, Design, Hardware, Science and Engineering",Software y Servicios B2B
Intelline,"Energy, Manufacturing, Natural Resources, Science and Engineering, Sustainability",Industria
Beanstalk,"Agriculture and Farming, Manufacturing",Industria
Ropeo,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",Consumo
SparkSwap,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",Finanzas
Entry,Software,Software y Servicios B2B
GeoPredict,"Commerce and Shopping, Energy, Information Technology, Software, Sustainability",Software y Servicios B2B
Cache,"Administrative Services, Information Technology, Other, Sales and Marketing, Software",Software y Servicios B2B
Nutrigene Inc.,"Health Care, Sports",Salud
Matagora,"Commerce and Shopping, Sales and Marketing",Consumo
Easyplan,"Financial Services, Software",Finanzas
Tradewind BioScience,"Biotechnology, Health Care, Science and Engineering",Salud
Zergo,"Hardware, Health Care, Science and Engineering",Software y Servicios B2B
Passerine Aircraft Corporation,"Manufacturing, Science and Engineering, Transportation",Industria
Mayhem,"Apps, Gaming, Internet Services, Media and Entertainment, Other, Software",Software y Servicios B2B
Rhythmm,"Apps, Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",Software y Servicios B2B
Kestrel Materials,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering",Industria
OSIMple,"Hardware, Information Technology, Software",Software y Servicios B2B
BHRD,Financial Services,Finanzas
YouTeam (YC W18),"Administrative Services, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Hunter2,"Apps, Consumer Electronics, Hardware, Privacy and Security, Software",Software y Servicios B2B
Aalo Design,Consumer Goods,Consumo
Hexel,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Finanzas
Aurabeat,"Consumer Electronics, Energy, Hardware, Sustainability",Software y Servicios B2B
Smart Alto,"Internet Services, Software",Software y Servicios B2B
Clupp,"Apps, Financial Services, Mobile, Software",Finanzas
GoLinks,Software,Software y Servicios B2B
Cairns Health,"Consumer Electronics, Hardware, Health Care",Software y Servicios B2B
Deed,"Administrative Services, Community and Lifestyle, Other, Sales and Marketing, Social Impact, Software",Software y Servicios B2B
Zestful,"Administrative Services, Health Care, Internet Services, Software",Software y Servicios B2B
70 Million Jobs,"Administrative Services, Internet Services, Professional Services",No Especificado
CureSkin,"Apps, Consumer Goods, Health Care, Mobile, Software",Software y Servicios B2B
Station,"Apps, Mobile, Platforms, Software",Software y Servicios B2B
Hublo,"Health Care, Software",Software y Servicios B2B
Gmelius,"Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing, Software",Software y Servicios B2B
Elucd,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Other, Privacy and Security, Real Estate, Software",Bienes Raíces y Construcción
Penta Medical,Health Care,Salud
SimpleMoney,Financial Services,Finanzas
Headstart,"Administrative Services, Education, Professional Services, Software",Educación
Kernal Biologics,"Biotechnology, Health Care, Science and Engineering",Salud
bxblue,"Commerce and Shopping, Financial Services, Lending and Investments",Finanzas
DocTalk,"Apps, Health Care, Software",Software y Servicios B2B
Fieldproxy,"Apps, Information Technology, Software",Software y Servicios B2B
LemonBox,"Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Food and Beverage, Health Care, Internet Services, Sports",Software y Servicios B2B
Value Voting,"Government and Military, Software",Software y Servicios B2B
Haiku,"Design, Other, Software",Software y Servicios B2B
Hatch,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Sendbox,"Commerce and Shopping, Internet Services, Transportation",Consumo
Cosmic,"Apps, Information Technology, Internet Services, Mobile, Platforms, Software",Software y Servicios B2B
PAYFAZZ,"Financial Services, Lending and Investments, Mobile, Payments",Finanzas
Flo Recruit,"Administrative Services, Education, Professional Services",Educación
NexGenT,"Education, Professional Services, Software",Educación
RankScience,"Data and Analytics, Information Technology, Internet Services, Professional Services, Sales and Marketing",Software y Servicios B2B
Thematic,"Commerce and Shopping, Data and Analytics, Other, Professional Services, Software",Software y Servicios B2B
Bottomless,"Consumer Electronics, Data and Analytics, Hardware, Information Technology, Software",Software y Servicios B2B
HireSweet,"Administrative Services, Professional Services, Sales and Marketing",No Especificado
"CocuSocial, Inc.","Commerce and Shopping, Food and Beverage",Consumo
HitPay,"Commerce and Shopping, Financial Services, Payments, Software",Finanzas
INKHUNTER,"Apps, Commerce and Shopping, Community and Lifestyle, Data and Analytics, Hardware, Mobile, Software",Software y Servicios B2B
NODE,"Community and Lifestyle, Energy, Real Estate, Social Impact, Sustainability",Bienes Raíces y Construcción
Pangea,"Administrative Services, Education",Educación
Fat Llama,"Commerce and Shopping, Other, Real Estate",Bienes Raíces y Construcción
Copia,"Food and Beverage, Manufacturing, Software, Sustainability, Transportation, Travel and Tourism",Industria
Prompt,"Commerce and Shopping, Information Technology, Software",Software y Servicios B2B
Replit,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Wallarm,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Proven Skincare,"Artificial Intelligence (AI), Commerce and Shopping, Community and Lifestyle, Consumer Goods, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Humi,"Administrative Services, Financial Services, Health Care, Software",Finanzas
Nobell Foods,"Food and Beverage, Health Care",Salud
Ribbon Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Software",Software y Servicios B2B
Culture Biosciences,"Biotechnology, Hardware, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software",Industria
Mattermost,"Information Technology, Internet Services, Messaging and Telecommunications, Software",Software y Servicios B2B
Encellin,"Biotechnology, Health Care, Science and Engineering",Salud
Multiply Labs,"Hardware, Health Care, Manufacturing, Science and Engineering, Software",Industria
Joy,"Apps, Community and Lifestyle, Design, Events, Media and Entertainment, Software",Software y Servicios B2B
Starcity,"Real Estate, Travel and Tourism",Bienes Raíces y Construcción
Sleep Reset,"Apps, Health Care, Mobile, Software",Software y Servicios B2B
Helium Health,"Financial Services, Health Care, Payments, Software",Finanzas
Enzyme,"Biotechnology, Health Care, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Lucy Goods,"Community and Lifestyle, Consumer Goods, Food and Beverage, Manufacturing, Other",Industria
Farmstead,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Science and Engineering, Software, Transportation",Software y Servicios B2B
Pnoe,"Health Care, Sports",Salud
RelianceHMO,"Apps, Financial Services, Health Care, Mobile, Software",Finanzas
Numida,"Financial Services, Mobile, Professional Services",Finanzas
Meitre,"Events, Food and Beverage, Internet Services, Media and Entertainment, Travel and Tourism",Consumo
Kudi,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",Finanzas
Shipamax,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Platforms, Software, Transportation",Software y Servicios B2B
Nova AI,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Bonsai,"Financial Services, Payments, Professional Services",Finanzas
CrowdAI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software",Software y Servicios B2B
Naborly,"Financial Services, Real Estate",Bienes Raíces y Construcción
Power Router,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Starsky Robotics,"Hardware, Science and Engineering, Software, Transportation",Software y Servicios B2B
Withfriends,"Commerce and Shopping, Community and Lifestyle, Events, Internet Services, Media and Entertainment, Music and Audio, Travel and Tourism",Consumo
ClearBrain,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software",Software y Servicios B2B
Officely,Software,Software y Servicios B2B
Kisan Network,"Agriculture and Farming, Mobile",No Especificado
Edwin,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Educación
Tetra,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",Software y Servicios B2B
Unima,"Biotechnology, Health Care, Science and Engineering",Salud
Circa,"Advertising, Events, Internet Services, Media and Entertainment, Sales and Marketing, Software",Software y Servicios B2B
Inspector Cloud,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Precious,"Apps, Artificial Intelligence (AI), Community and Lifestyle, Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software",Software y Servicios B2B
Audm,"Apps, Content and Publishing, Media and Entertainment, Music and Audio, Software",Software y Servicios B2B
Khabri,"Apps, Media and Entertainment, Music and Audio, Software",Software y Servicios B2B
CarDash,"Other, Professional Services, Transportation",No Especificado
Apurata,"Financial Services, Internet Services",Finanzas
YourQuote,"Internet Services, Software",Software y Servicios B2B
Proxy,"Apps, Blockchain and Cryptocurrency, Hardware, Information Technology, Mobile, Other, Privacy and Security, Software",Software y Servicios B2B
Buglife,"Mobile, Software",Software y Servicios B2B
Caelum Health,"Health Care, Mobile",Salud
SharpestMinds,"Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software",Educación
MyPetrolPump,"Commerce and Shopping, Energy, Transportation",Consumo
Edyst,"Education, Internet Services, Mobile, Platforms, Software",Educación
Loom.ai,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
Zinc Platform,"Financial Services, Internet Services, Software",Finanzas
High Earth Orbit Robotics,"Hardware, Science and Engineering, Software",Software y Servicios B2B
TL Biolabs,Software,Software y Servicios B2B
Solve,"Government and Military, Media and Entertainment, Travel and Tourism",No Especificado
Vanido,"Apps, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Education, Hardware, Media and Entertainment, Music and Audio, Science and Engineering, Software",Educación
SmartSite,"Government and Military, Health Care, Information Technology, Internet Services, Real Estate",Bienes Raíces y Construcción
Curious Fictions,"Apps, Content and Publishing, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software",Software y Servicios B2B
JetPack Aviation,"Science and Engineering, Transportation",No Especificado
SMBRate,"Financial Services, Lending and Investments, Other",Finanzas
Surematics,"Financial Services, Payments",Finanzas
Storyboard,"Advertising, Hardware, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Legistify,"Internet Services, Other, Professional Services, Software",Software y Servicios B2B
Curtsy,"Apps, Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Mobile, Software",Software y Servicios B2B
Saleswhale,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Fiix,"Software, Transportation",Software y Servicios B2B
Rose Rocket,"Consumer Electronics, Hardware, Software, Transportation",Software y Servicios B2B
Pop Meals,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Food and Beverage, Hardware, Science and Engineering, Software, Transportation",Software y Servicios B2B
Superside,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Professional Services, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
CareRev,"Administrative Services, Commerce and Shopping, Health Care",Salud
"Mason America, Inc.","Consumer Electronics, Hardware, Internet Services, Mobile, Platforms, Software",Software y Servicios B2B
Sudden Coffee,"Commerce and Shopping, Food and Beverage",Consumo
ZiffyHomes,"Commerce and Shopping, Internet Services, Real Estate",Bienes Raíces y Construcción
Jopwell,"Other, Professional Services",No Especificado
Token Transit,"Financial Services, Payments, Real Estate, Transportation",Bienes Raíces y Construcción
OneChronos,Financial Services,Finanzas
Focal Systems,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
PartnerStack,"Sales and Marketing, Software",Software y Servicios B2B
Landed_2,"Financial Services, Real Estate",Bienes Raíces y Construcción
zeroheight,"Design, Information Technology, Software",Software y Servicios B2B
Contraline,"Biotechnology, Health Care, Science and Engineering",Salud
Auro Robotics,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",Software y Servicios B2B
Netomi,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Voodoo Manufacturing,"Hardware, Manufacturing, Science and Engineering, Software",Industria
WorldCover,"Community and Lifestyle, Financial Services, Lending and Investments, Social Impact",Finanzas
Deako,"Consumer Electronics, Hardware, Internet Services, Real Estate",Bienes Raíces y Construcción
Moneytis,"Financial Services, Lending and Investments, Payments, Software",Finanzas
AirX,"Events, Media and Entertainment, Transportation, Travel and Tourism",No Especificado
Sandbox Banking,"Data and Analytics, Financial Services, Information Technology, Lending and Investments, Professional Services, Software",Finanzas
