company_name,categories,main_category
Reshape Biotech,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",Industrials
DreamCraft,"Gaming, Information Technology, Software",B2B Software and Services
Paladin Drones,"Privacy and Security, Software",Unspecified
Simetrik,"Financial Services, Payments, Software",Financial
Luminate Medical,"Biotechnology, Health Care, Science and Engineering",Health Care
Fuzzbuzz,"Information Technology, Internet Services, Software",B2B Software and Services
Alixia,"Biotechnology, Health Care, Science and Engineering",Health Care
Shiok Meats,Food and Beverage,Unspecified
Berbix,"Financial Services, Information Technology, Internet Services, Payments, Privacy and Security, Software",Financial
Aviron Interactive,"Health Care, Sports",Health Care
OpenReplay,"Internet Services, Software",Unspecified
Gen1E Lifesciences,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Datlo,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",B2B Software and Services
AmpUp,"Energy, Sustainability, Transportation",Unspecified
InpharmD,"Apps, Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software",B2B Software and Services
GlobeDX,"Blockchain and Cryptocurrency, Financial Services, Other",Financial
Actiondesk,"Information Technology, Software",B2B Software and Services
Tailor-ED,"Education, Media and Entertainment, Software",Education
91Squarefeet,"Commerce and Shopping, Hardware, Professional Services, Software",B2B Software and Services
IcePanel,"Information Technology, Software",B2B Software and Services
Sapling.ai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
CareerTu,"Commerce and Shopping, Data and Analytics, Design, Internet Services, Sales and Marketing",B2B Software and Services
AnchorUSD,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",Financial
Neon,"Food and Beverage, Transportation",Unspecified
WorkClout,"Manufacturing, Software",Industrials
Leena AI,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Bits,"Apps, Financial Services, Internet Services, Lending and Investments, Mobile, Payments, Software",Financial
Procol,"Consumer Electronics, Hardware, Information Technology, Software, Transportation",B2B Software and Services
Nettrons,"Administrative Services, Professional Services",Unspecified
Spring in Africa,"Financial Services, Mobile, Other, Payments, Software",Financial
Glide Apps,"Apps, Mobile, Software",Unspecified
Cocoon_2,"Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications",B2B Software and Services
Memfault,"Information Technology, Internet Services, Software",B2B Software and Services
Conta Simples,"Financial Services, Information Technology, Internet Services, Lending and Investments, Software",Financial
Ysplit,Financial Services,Financial
Synthetic Minds,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Science and Engineering",B2B Software and Services
NUMI,"Design, Internet Services, Professional Services, Science and Engineering, Software",Unspecified
Soteris,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Jido Maps,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",B2B Software and Services
Cuanto,"Financial Services, Information Technology, Mobile, Payments, Software",Financial
Tint.ai,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",Financial
Atmos,"Commerce and Shopping, Other, Real Estate",Real Estate and Construction
Cherry,"Administrative Services, Information Technology, Internet Services, Mobile, Other, Platforms, Software",B2B Software and Services
BloomJoy,"Advertising, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing",Unspecified
Enerjazz,"Energy, Sustainability, Transportation",Unspecified
ReverCare,Health Care,Health Care
Allo,"Community and Lifestyle, Internet Services",Unspecified
Schoolable,"Design, Education, Financial Services",Education
Zeta Surgical,"Hardware, Health Care, Science and Engineering, Software",B2B Software and Services
Tappity,"Education, Information Technology, Other, Software",Education
Arpio,"Internet Services, Other, Software",Unspecified
Encarte,"Commerce and Shopping, Internet Services, Software",Unspecified
PreFlight,"Professional Services, Software",Unspecified
Bensen AI,"Consumer Electronics, Hardware, Software",B2B Software and Services
Tajir,"Commerce and Shopping, Other",Unspecified
Woody Library,"Commerce and Shopping, Education, Internet Services, Travel and Tourism",Education
Balto,Sports,Unspecified
Maitian.ai,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Vectordash,"Gaming, Software",Unspecified
Playbook,"Apps, Community and Lifestyle, Software",Unspecified
Visly,"Apps, Software",Unspecified
Taobotics,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Manufacturing, Science and Engineering, Software",Industrials
CaseGuide,Professional Services,Unspecified
Pepper,"Food and Beverage, Hardware, Health Care, Information Technology, Software",B2B Software and Services
á la couch,"Food and Beverage, Transportation",Unspecified
Ultralight,"Consumer Electronics, Hardware, Software",B2B Software and Services
Voyage Biomedical,Health Care,Health Care
DevFlight,"Commerce and Shopping, Software",Unspecified
Cognition IP,"Information Technology, Media and Entertainment, Other, Professional Services",B2B Software and Services
Dbrain,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",B2B Software and Services
PlayingViral,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Midtype,Software,Unspecified
Wing It,"Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Travel and Tourism",B2B Software and Services
Evo.Do,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software",B2B Software and Services
Pengram,"Hardware, Mobile, Platforms, Software",B2B Software and Services
Trestle,"Data and Analytics, Information Technology, Internet Services, Software",B2B Software and Services
Datamode,"Consumer Electronics, Data and Analytics, Hardware, Software",B2B Software and Services
Allpro Technologies,"Education, Financial Services, Information Technology, Payments, Software",Education
Let’s Do This,"Commerce and Shopping, Events, Media and Entertainment, Sports",Unspecified
Slite,"Other, Software",Unspecified
Arrow_2,"Apps, Content and Publishing, Hardware, Internet Services, Media and Entertainment, Mobile, Software, Video",B2B Software and Services
Pronto,"Administrative Services, Apps, Commerce and Shopping, Food and Beverage, Real Estate, Software, Transportation, Travel and Tourism",Real Estate and Construction
Tough Commerce,"Administrative Services, Apps, Commerce and Shopping, Real Estate, Software",Real Estate and Construction
Plane,"Administrative Services, Financial Services, Health Care, Payments, Professional Services, Software",Financial
Covela,Financial Services,Financial
Ben,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",Financial
Boostly,"Advertising, Commerce and Shopping, Hardware, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software",B2B Software and Services
SenpAI.GG,"Content and Publishing, Education, Gaming, Hardware, Media and Entertainment, Software, Sports, Video",Education
Convictional,"Other, Professional Services, Software",Unspecified
Invocable,"Consumer Electronics, Hardware, Internet Services, Real Estate",Real Estate and Construction
Hedgehog,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",Financial
Datree,"Information Technology, Internet Services, Software",B2B Software and Services
Ever Loved,"Community and Lifestyle, Health Care",Health Care
Narrator,"Data and Analytics, Education, Software",Education
Passiv,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",Financial
Stacker,"Apps, Information Technology, Mobile, Platforms, Software",B2B Software and Services
64x Bio,"Biotechnology, Health Care, Science and Engineering",Health Care
CoinTracker,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Professional Services, Software",Financial
Feroot Security,"Information Technology, Privacy and Security, Software",B2B Software and Services
Medinas Health,"Commerce and Shopping, Financial Services, Health Care",Financial
Polly,"Apps, Information Technology, Internet Services, Mobile, Platforms, Software",B2B Software and Services
EARTH AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Natural Resources, Science and Engineering, Software",B2B Software and Services
EdenFarm Indonesia,"Agriculture and Farming, Consumer Goods, Transportation",Consumer
Acorn Biolabs,Health Care,Health Care
Klarity,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software",Financial
Inscribe,"Information Technology, Internet Services, Other, Software",B2B Software and Services
Phiar Technologies,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation",B2B Software and Services
Aura Vision,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
PullRequest,"Information Technology, Science and Engineering, Software",B2B Software and Services
PopSQL,"Data and Analytics, Software",B2B Software and Services
The Lobby,"Commerce and Shopping, Professional Services, Software",Unspecified
CoVerified,"Health Care, Information Technology, Mobile, Software",B2B Software and Services
Breadfast,"Commerce and Shopping, Food and Beverage, Other, Transportation",Unspecified
Pulse_2,"Community and Lifestyle, Data and Analytics, Design, Information Technology, Other",B2B Software and Services
Cloosiv,Food and Beverage,Unspecified
SafetyWing,"Apps, Financial Services, Software",Financial
Proof,"Commerce and Shopping, Sales and Marketing",Unspecified
Avo,"Commerce and Shopping, Information Technology, Professional Services, Sales and Marketing, Software",B2B Software and Services
Allure Systems,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Science and Engineering, Software",B2B Software and Services
Soon,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Payments, Software",Financial
Goodcover,Financial Services,Financial
Pathrise,"Education, Professional Services",Education
Pyka,"Agriculture and Farming, Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Boundless Immigration,"Administrative Services, Information Technology, Other, Professional Services, Software",B2B Software and Services
FlowEQ,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Charge Running,"Apps, Mobile, Other, Platforms, Software, Sports",Unspecified
BBy,"Commerce and Shopping, Community and Lifestyle, Health Care",Health Care
Rain AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",B2B Software and Services
MindsDB,"Artificial Intelligence (AI), Data and Analytics, Software",B2B Software and Services
Biobot Analytics,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Natural Resources, Science and Engineering, Software",B2B Software and Services
Catch,"Administrative Services, Apps, Community and Lifestyle, Financial Services, Health Care, Mobile, Other, Software",Financial
D-ID,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
BioRender,"Biotechnology, Design, Science and Engineering, Software",Unspecified
Routable,"Financial Services, Information Technology, Other, Payments",Financial
Nala,"Financial Services, Mobile, Payments, Software",Financial
CoLab Software,"Consumer Electronics, Hardware, Information Technology, Software",B2B Software and Services
Yassir,"Apps, Financial Services, Information Technology, Mobile, Software, Transportation",Financial
Rebellyous Foods,"Food and Beverage, Manufacturing",Industrials
Curebase,"Health Care, Software",Health Care
Easol,"Community and Lifestyle, Software, Travel and Tourism",Unspecified
Microverse,"Education, Internet Services, Software",Education
Persephone Biosciences,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Collectly,"Financial Services, Health Care, Payments, Software",Financial
Corvus Robotics,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Snappr,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Software",Unspecified
Centaur Labs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Health Care, Other, Science and Engineering, Software",B2B Software and Services
Mighty Buildings,"Manufacturing, Real Estate, Sustainability",Real Estate and Construction
Emi Labs,"Administrative Services, Professional Services",Unspecified
Arpeggio Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Convex,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Obie,"Financial Services, Real Estate",Real Estate and Construction
Forage,"Education, Professional Services, Software",Education
Atrium LTS,"Professional Services, Software",Unspecified
Veryfi,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Information Technology, Science and Engineering, Software",Financial
Sable,Financial Services,Financial
Flowspace,"Software, Transportation",Unspecified
Gordian Software,"Events, Media and Entertainment, Software, Transportation, Travel and Tourism",Unspecified
ScopeAI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Blueberry Pediatrics,"Health Care, Travel and Tourism",Health Care
Nomba,"Commerce and Shopping, Consumer Electronics, Financial Services, Hardware, Lending and Investments, Payments",Financial
Copilot,"Apps, Software",Unspecified
VenoStent,"Biotechnology, Health Care, Manufacturing, Science and Engineering",Industrials
CodeStream,"Consumer Electronics, Hardware, Software",B2B Software and Services
Four Growers,"Hardware, Manufacturing, Science and Engineering, Software",Industrials
Regology,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Information Technology, Media and Entertainment, Professional Services, Science and Engineering, Software",B2B Software and Services
Reverie Labs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Juni Learning,"Consumer Electronics, Design, Education, Hardware, Science and Engineering, Software",Education
Cowrywise,Financial Services,Financial
Senso.ai,"Data and Analytics, Software",B2B Software and Services
Upfort,"Financial Services, Information Technology, Privacy and Security",Financial
Spect,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Pylon_2,"Energy, Other, Software",Unspecified
JITX,"Hardware, Science and Engineering, Software",B2B Software and Services
Tipe,Internet Services,Unspecified
Genomelink,"Biotechnology, Health Care, Science and Engineering, Software, Sports",Health Care
Hiration,"Administrative Services, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Professional Services, Science and Engineering, Software",B2B Software and Services
SnapTrade,"Financial Services, Software",Financial
Draftbit,"Mobile, Platforms, Software",Unspecified
MindFi,"Apps, Health Care, Software",Health Care
SST,"Apps, Information Technology, Software",B2B Software and Services
BUMP,"Apps, Clothing and Apparel, Commerce and Shopping, Design, Internet Services, Mobile, Other, Software",Unspecified
WeatherCheck,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Software",Financial
MARS Auto,"Information Technology, Software, Transportation",B2B Software and Services
Ovipost,"Agriculture and Farming, Biotechnology, Science and Engineering",Unspecified
Nanonets,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Modern Fertility,"Community and Lifestyle, Health Care",Health Care
Waydev,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",B2B Software and Services
Actipulse Neuroscience (YC W22),"Biotechnology, Health Care, Science and Engineering",Health Care
Safepay,"Financial Services, Mobile, Payments, Software",Financial
Anima App,"Design, Information Technology, Internet Services, Software",B2B Software and Services
Makani Science,"Biotechnology, Health Care, Science and Engineering",Health Care
Shone,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",B2B Software and Services
College Pulse,"Apps, Community and Lifestyle, Mobile, Software",Unspecified
Sepsis Scout,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Information Technology, Science and Engineering, Software",B2B Software and Services
AXDRAFT,"Professional Services, Software",Unspecified
Glimpsek12,"Education, Software",Education
onederful,"Financial Services, Health Care, Software",Financial
Bear Flag Robotics,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",Industrials
Supermedium,"Content and Publishing, Hardware, Internet Services, Media and Entertainment, Software",B2B Software and Services
LUS Brands,"Commerce and Shopping, Consumer Goods",Consumer
AllSome,"Administrative Services, Commerce and Shopping, Transportation",Unspecified
Duffel,"Internet Services, Software, Travel and Tourism",Unspecified
Cero.AI,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",B2B Software and Services
hypcloud,"Financial Services, Real Estate",Real Estate and Construction
Gustav,"Administrative Services, Apps, Professional Services, Software",Unspecified
HelpNow,Health Care,Health Care
AuroraQ,"Consumer Electronics, Design, Hardware, Science and Engineering",B2B Software and Services
Intelline,"Energy, Manufacturing, Natural Resources, Science and Engineering, Sustainability",Industrials
Beanstalk,"Agriculture and Farming, Manufacturing",Industrials
Ropeo,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",Consumer
SparkSwap,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",Financial
Entry,Software,Unspecified
GeoPredict,"Commerce and Shopping, Energy, Information Technology, Software, Sustainability",B2B Software and Services
Cache,"Administrative Services, Information Technology, Other, Sales and Marketing, Software",B2B Software and Services
Nutrigene Inc.,"Health Care, Sports",Health Care
Matagora,"Commerce and Shopping, Sales and Marketing",Unspecified
Easyplan,"Financial Services, Software",Financial
Tradewind BioScience,"Biotechnology, Health Care, Science and Engineering",Health Care
Zergo,"Hardware, Health Care, Science and Engineering",B2B Software and Services
Passerine Aircraft Corporation,"Manufacturing, Science and Engineering, Transportation",Industrials
Mayhem,"Apps, Gaming, Internet Services, Media and Entertainment, Other, Software",Unspecified
Rhythmm,"Apps, Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",B2B Software and Services
Kestrel Materials,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering",Industrials
OSIMple,"Hardware, Information Technology, Software",B2B Software and Services
BHRD,Financial Services,Financial
YouTeam (YC W18),"Administrative Services, Professional Services, Science and Engineering, Software",Unspecified
Hunter2,"Apps, Consumer Electronics, Hardware, Privacy and Security, Software",B2B Software and Services
Aalo Design,Consumer Goods,Consumer
Hexel,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Financial
Aurabeat,"Consumer Electronics, Energy, Hardware, Sustainability",B2B Software and Services
Smart Alto,"Internet Services, Software",Unspecified
Clupp,"Apps, Financial Services, Mobile, Software",Financial
GoLinks,Software,Unspecified
Cairns Health,"Consumer Electronics, Hardware, Health Care",B2B Software and Services
Deed,"Administrative Services, Community and Lifestyle, Other, Sales and Marketing, Social Impact, Software",Unspecified
Zestful,"Administrative Services, Health Care, Internet Services, Software",Health Care
70 Million Jobs,"Administrative Services, Internet Services, Professional Services",Unspecified
CureSkin,"Apps, Consumer Goods, Health Care, Mobile, Software",Health Care
Station,"Apps, Mobile, Platforms, Software",Unspecified
Hublo,"Health Care, Software",Health Care
Gmelius,"Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing, Software",B2B Software and Services
Elucd,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Other, Privacy and Security, Real Estate, Software",Real Estate and Construction
Penta Medical,Health Care,Health Care
SimpleMoney,Financial Services,Financial
Headstart,"Administrative Services, Education, Professional Services, Software",Education
Kernal Biologics,"Biotechnology, Health Care, Science and Engineering",Health Care
bxblue,"Commerce and Shopping, Financial Services, Lending and Investments",Financial
DocTalk,"Apps, Health Care, Software",Health Care
Fieldproxy,"Apps, Information Technology, Software",B2B Software and Services
LemonBox,"Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Food and Beverage, Health Care, Internet Services, Sports",B2B Software and Services
Value Voting,"Government and Military, Software",Unspecified
Haiku,"Design, Other, Software",Unspecified
Hatch,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Sendbox,"Commerce and Shopping, Internet Services, Transportation",Unspecified
Cosmic,"Apps, Information Technology, Internet Services, Mobile, Platforms, Software",B2B Software and Services
PAYFAZZ,"Financial Services, Lending and Investments, Mobile, Payments",Financial
Flo Recruit,"Administrative Services, Education, Professional Services",Education
NexGenT,"Education, Professional Services, Software",Education
RankScience,"Data and Analytics, Information Technology, Internet Services, Professional Services, Sales and Marketing",B2B Software and Services
Thematic,"Commerce and Shopping, Data and Analytics, Other, Professional Services, Software",B2B Software and Services
Bottomless,"Consumer Electronics, Data and Analytics, Hardware, Information Technology, Software",B2B Software and Services
HireSweet,"Administrative Services, Professional Services, Sales and Marketing",Unspecified
"CocuSocial, Inc.","Commerce and Shopping, Food and Beverage",Unspecified
HitPay,"Commerce and Shopping, Financial Services, Payments, Software",Financial
INKHUNTER,"Apps, Commerce and Shopping, Community and Lifestyle, Data and Analytics, Hardware, Mobile, Software",B2B Software and Services
NODE,"Community and Lifestyle, Energy, Real Estate, Social Impact, Sustainability",Real Estate and Construction
Pangea,"Administrative Services, Education",Education
Fat Llama,"Commerce and Shopping, Other, Real Estate",Real Estate and Construction
Copia,"Food and Beverage, Manufacturing, Software, Sustainability, Transportation, Travel and Tourism",Industrials
Prompt,"Commerce and Shopping, Information Technology, Software",B2B Software and Services
Replit,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Wallarm,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",B2B Software and Services
Proven Skincare,"Artificial Intelligence (AI), Commerce and Shopping, Community and Lifestyle, Consumer Goods, Data and Analytics, Science and Engineering, Software",B2B Software and Services
Humi,"Administrative Services, Financial Services, Health Care, Software",Financial
Nobell Foods,"Food and Beverage, Health Care",Health Care
Ribbon Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Software",B2B Software and Services
Culture Biosciences,"Biotechnology, Hardware, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software",Industrials
Mattermost,"Information Technology, Internet Services, Messaging and Telecommunications, Software",B2B Software and Services
Encellin,"Biotechnology, Health Care, Science and Engineering",Health Care
Multiply Labs,"Hardware, Health Care, Manufacturing, Science and Engineering, Software",Industrials
Joy,"Apps, Community and Lifestyle, Design, Events, Media and Entertainment, Software",Unspecified
Starcity,"Real Estate, Travel and Tourism",Real Estate and Construction
Sleep Reset,"Apps, Health Care, Mobile, Software",Health Care
Helium Health,"Financial Services, Health Care, Payments, Software",Financial
Enzyme,"Biotechnology, Health Care, Internet Services, Science and Engineering, Software",Health Care
Lucy Goods,"Community and Lifestyle, Consumer Goods, Food and Beverage, Manufacturing, Other",Industrials
Farmstead,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Science and Engineering, Software, Transportation",B2B Software and Services
Pnoe,"Health Care, Sports",Health Care
RelianceHMO,"Apps, Financial Services, Health Care, Mobile, Software",Financial
Numida,"Financial Services, Mobile, Professional Services",Financial
Meitre,"Events, Food and Beverage, Internet Services, Media and Entertainment, Travel and Tourism",Unspecified
Kudi,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",Financial
Shipamax,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Platforms, Software, Transportation",B2B Software and Services
Nova AI,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Professional Services, Science and Engineering, Software",B2B Software and Services
Bonsai,"Financial Services, Payments, Professional Services",Financial
CrowdAI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software",B2B Software and Services
Naborly,"Financial Services, Real Estate",Real Estate and Construction
Power Router,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Starsky Robotics,"Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Withfriends,"Commerce and Shopping, Community and Lifestyle, Events, Internet Services, Media and Entertainment, Music and Audio, Travel and Tourism",Unspecified
ClearBrain,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software",B2B Software and Services
Officely,Software,Unspecified
Kisan Network,"Agriculture and Farming, Mobile",Unspecified
Edwin,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Education
Tetra,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",B2B Software and Services
Unima,"Biotechnology, Health Care, Science and Engineering",Health Care
Circa,"Advertising, Events, Internet Services, Media and Entertainment, Sales and Marketing, Software",Unspecified
Inspector Cloud,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",B2B Software and Services
Precious,"Apps, Artificial Intelligence (AI), Community and Lifestyle, Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software",B2B Software and Services
Audm,"Apps, Content and Publishing, Media and Entertainment, Music and Audio, Software",Unspecified
Khabri,"Apps, Media and Entertainment, Music and Audio, Software",Unspecified
CarDash,"Other, Professional Services, Transportation",Unspecified
Apurata,"Financial Services, Internet Services",Financial
YourQuote,"Internet Services, Software",Unspecified
Proxy,"Apps, Blockchain and Cryptocurrency, Hardware, Information Technology, Mobile, Other, Privacy and Security, Software",B2B Software and Services
Buglife,"Mobile, Software",Unspecified
Caelum Health,"Health Care, Mobile",Health Care
SharpestMinds,"Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software",Education
MyPetrolPump,"Commerce and Shopping, Energy, Transportation",Unspecified
Edyst,"Education, Internet Services, Mobile, Platforms, Software",Education
Loom.ai,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Zinc Platform,"Financial Services, Internet Services, Software",Financial
High Earth Orbit Robotics,"Hardware, Science and Engineering, Software",B2B Software and Services
TL Biolabs,Software,Unspecified
Solve,"Government and Military, Media and Entertainment, Travel and Tourism",Unspecified
Vanido,"Apps, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Education, Hardware, Media and Entertainment, Music and Audio, Science and Engineering, Software",Education
SmartSite,"Government and Military, Health Care, Information Technology, Internet Services, Real Estate",Real Estate and Construction
Curious Fictions,"Apps, Content and Publishing, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software",Unspecified
JetPack Aviation,"Science and Engineering, Transportation",Unspecified
SMBRate,"Financial Services, Lending and Investments, Other",Financial
Surematics,"Financial Services, Payments",Financial
Storyboard,"Advertising, Hardware, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Legistify,"Internet Services, Other, Professional Services, Software",Unspecified
Curtsy,"Apps, Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Mobile, Software",Unspecified
Saleswhale,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Fiix,"Software, Transportation",Unspecified
Rose Rocket,"Consumer Electronics, Hardware, Software, Transportation",B2B Software and Services
Pop Meals,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Food and Beverage, Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Superside,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Professional Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
CareRev,"Administrative Services, Commerce and Shopping, Health Care",Health Care
"Mason America, Inc.","Consumer Electronics, Hardware, Internet Services, Mobile, Platforms, Software",B2B Software and Services
Sudden Coffee,"Commerce and Shopping, Food and Beverage",Unspecified
ZiffyHomes,"Commerce and Shopping, Internet Services, Real Estate",Real Estate and Construction
Jopwell,"Other, Professional Services",Unspecified
Token Transit,"Financial Services, Payments, Real Estate, Transportation",Real Estate and Construction
OneChronos,Financial Services,Financial
Focal Systems,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
PartnerStack,"Sales and Marketing, Software",Unspecified
Landed_2,"Financial Services, Real Estate",Real Estate and Construction
zeroheight,"Design, Information Technology, Software",B2B Software and Services
Contraline,"Biotechnology, Health Care, Science and Engineering",Health Care
Auro Robotics,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Netomi,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Voodoo Manufacturing,"Hardware, Manufacturing, Science and Engineering, Software",Industrials
WorldCover,"Community and Lifestyle, Financial Services, Lending and Investments, Social Impact",Financial
Deako,"Consumer Electronics, Hardware, Internet Services, Real Estate",Real Estate and Construction
