company_name,categories
Nototo,"Apps, Other, Software"
Hideout,"Food and Beverage, Transportation"
Plum Mail,"Information Technology, Internet Services, Messaging and Telecommunications"
OpenUnit,"Information Technology, Internet Services, Software"
Axite Labs,"Biotechnology, Data and Analytics, Design, Financial Services, Lending and Investments, Science and Engineering"
Bikry,"Commerce and Shopping, Consumer Goods, Financial Services, Payments"
Keynua,"Information Technology, Internet Services, Privacy and Security, Software"
Docucharm,"Information Technology, Software"
Middesk,"Financial Services, Information Technology, Professional Services, Software"
Filadd,"Education, Internet Services"
Freterium,"Information Technology, Software, Transportation"
Pachama,"Agriculture and Farming, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software, Sustainability"
Supernova.io,"Design, Information Technology, Software"
Point Card,"Financial Services, Lending and Investments, Payments"
Windwalk Games,"Consumer Electronics, Gaming, Hardware, Media and Entertainment"
RoboTire,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Transportation"
PerShop,"Apps, Commerce and Shopping, Software"
Arist,"Education, Information Technology, Internet Services, Messaging and Telecommunications, Software"
Justo,"Commerce and Shopping, Food and Beverage, Transportation"
MilkRun,"Agriculture and Farming, Commerce and Shopping, Food and Beverage, Transportation"
AI Insurance,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
HyperTrader,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software"
Valiu,"Blockchain and Cryptocurrency, Financial Services, Payments, Software"
Qwest (YC W19),"Events, Internet Services, Media and Entertainment, Mobile"
Klir,"Natural Resources, Software"
Houm,"Financial Services, Real Estate, Software"
Akute Health,"Health Care, Information Technology, Software"
Recurrency,"Commerce and Shopping, Other, Software"
Fondeadora,"Financial Services, Internet Services, Lending and Investments, Other, Payments"
Intersect Labs,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Software"
Stark Bank,"Financial Services, Lending and Investments, Payments"
Okteto,"Apps, Internet Services, Mobile, Software"
Global Belly,"Commerce and Shopping, Food and Beverage, Other"
Tyltgo,Transportation
Taiv,"Advertising, Hardware, Information Technology, Internet Services, Sales and Marketing"
Kinside,"Health Care, Information Technology"
Prodigal,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software"
Checkars,"Commerce and Shopping, Transportation"
Ansa Biotechnologies,"Biotechnology, Health Care, Science and Engineering"
spotLESS Materials,"Manufacturing, Science and Engineering, Sustainability"
FLOWER CO,"Administrative Services, Community and Lifestyle, Consumer Goods, Food and Beverage, Health Care"
Oxygen,"Financial Services, Lending and Investments"
Jet Admin,"Design, Software"
Arengu,"Data and Analytics, Information Technology, Software"
Grin Scooters,"Mobile, Software, Transportation"
SPATE,"Artificial Intelligence (AI), Clothing and Apparel, Consumer Goods, Data and Analytics, Design, Food and Beverage, Science and Engineering, Software"
Adventurous Co,"Hardware, Software"
Career Karma,"Education, Internet Services, Professional Services"
Localyze,"Information Technology, Internet Services, Software"
Skill Lync,"Education, Software"
Goodly,"Administrative Services, Financial Services, Health Care, Software"
Culdesac,"Real Estate, Science and Engineering"
Coinrule,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software"
Mindset Health,Health Care
Unicorn,"Consumer Electronics, Hardware"
Future Fields,"Agriculture and Farming, Biotechnology, Food and Beverage, Science and Engineering, Sustainability"
Kunduz,"Apps, Education, Mobile, Software"
Rebank,"Financial Services, Other, Payments, Software"
Delphia,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
TRM Labs,"Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Other, Payments, Professional Services, Software"
Mutiny,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software"
Heart Aerospace,Science and Engineering
Searchlight,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software"
Nuvocargo,"Financial Services, Software, Transportation"
BrioHR,"Administrative Services, Information Technology, Software"
Mobot,"Apps, Hardware, Mobile, Other, Professional Services, Science and Engineering, Software"
Activeloop,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Internet Services, Science and Engineering, Software"
Zeal,Software
BlueCargo,"Artificial Intelligence (AI), Data and Analytics, Software, Transportation"
RTHM,"Biotechnology, Health Care, Science and Engineering"
Howdy,"Administrative Services, Professional Services, Software"
Honeylove,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Internet Services"
rct AI,"Artificial Intelligence (AI), Data and Analytics, Gaming, Hardware, Media and Entertainment, Science and Engineering, Software"
Wanderlog,Travel and Tourism
Mighty Health,"Health Care, Sports"
Bot MD,"Apps, Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software"
Tenderd,"Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Real Estate, Science and Engineering, Software, Transportation"
Overview.ai,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software"
Dagger,"Information Technology, Software"
Feather_2,Financial Services
Flockjay,"Community and Lifestyle, Education, Internet Services, Sales and Marketing"
Lowkey,"Gaming, Mobile, Sports"
Spero Foods,"Food and Beverage, Manufacturing, Sales and Marketing, Sustainability"
Truora,"Financial Services, Information Technology, Privacy and Security, Software"
Lokal,"Community and Lifestyle, Internet Services, Media and Entertainment"
Endpoint Health,Health Care
ExcepGen,"Biotechnology, Health Care, Science and Engineering"
OpenPhone,"Information Technology, Internet Services, Messaging and Telecommunications, Other, Software"
Nestor,"Administrative Services, Apps, Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software"
Verse Medical,"Consumer Electronics, Financial Services, Hardware, Health Care"
Anjuna,"Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software"
Oxio,"Hardware, Internet Services, Software"
Mytos,"Biotechnology, Hardware, Manufacturing, Science and Engineering"
Lucid Bots,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Software"
Vimcal,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Platforms, Science and Engineering, Software"
Demodesk,"Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software"
Reshape Biotech,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software"
DreamCraft,"Gaming, Information Technology, Software"
Paladin Drones,"Privacy and Security, Software"
Simetrik,"Financial Services, Payments, Software"
Luminate Medical,"Biotechnology, Health Care, Science and Engineering"
Fuzzbuzz,"Information Technology, Internet Services, Software"
Alixia,"Biotechnology, Health Care, Science and Engineering"
Shiok Meats,Food and Beverage
Berbix,"Financial Services, Information Technology, Internet Services, Payments, Privacy and Security, Software"
Aviron Interactive,"Health Care, Sports"
OpenReplay,"Internet Services, Software"
Gen1E Lifesciences,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software"
Datlo,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software"
AmpUp,"Energy, Sustainability, Transportation"
InpharmD,"Apps, Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software"
GlobeDX,"Blockchain and Cryptocurrency, Financial Services, Other"
Actiondesk,"Information Technology, Software"
Tailor-ED,"Education, Media and Entertainment, Software"
91Squarefeet,"Commerce and Shopping, Hardware, Professional Services, Software"
IcePanel,"Information Technology, Software"
Sapling.ai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software"
CareerTu,"Commerce and Shopping, Data and Analytics, Design, Internet Services, Sales and Marketing"
AnchorUSD,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software"
Neon,"Food and Beverage, Transportation"
WorkClout,"Manufacturing, Software"
Leena AI,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Bits,"Apps, Financial Services, Internet Services, Lending and Investments, Mobile, Payments, Software"
Procol,"Consumer Electronics, Hardware, Information Technology, Software, Transportation"
Nettrons,"Administrative Services, Professional Services"
Spring in Africa,"Financial Services, Mobile, Other, Payments, Software"
Glide Apps,"Apps, Mobile, Software"
Cocoon_2,"Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications"
Memfault,"Information Technology, Internet Services, Software"
Conta Simples,"Financial Services, Information Technology, Internet Services, Lending and Investments, Software"
Ysplit,Financial Services
Synthetic Minds,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Science and Engineering"
NUMI,"Design, Internet Services, Professional Services, Science and Engineering, Software"
Soteris,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
Jido Maps,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software"
Cuanto,"Financial Services, Information Technology, Mobile, Payments, Software"
Tint.ai,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software"
Atmos,"Commerce and Shopping, Other, Real Estate"
Cherry,"Administrative Services, Information Technology, Internet Services, Mobile, Other, Platforms, Software"
BloomJoy,"Advertising, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing"
Enerjazz,"Energy, Sustainability, Transportation"
ReverCare,Health Care
Allo,"Community and Lifestyle, Internet Services"
Schoolable,"Design, Education, Financial Services"
Zeta Surgical,"Hardware, Health Care, Science and Engineering, Software"
Tappity,"Education, Information Technology, Other, Software"
Arpio,"Internet Services, Other, Software"
Encarte,"Commerce and Shopping, Internet Services, Software"
PreFlight,"Professional Services, Software"
Bensen AI,"Consumer Electronics, Hardware, Software"
Tajir,"Commerce and Shopping, Other"
Woody Library,"Commerce and Shopping, Education, Internet Services, Travel and Tourism"
Balto,Sports
Maitian.ai,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software"
Vectordash,"Gaming, Software"
Playbook,"Apps, Community and Lifestyle, Software"
Visly,"Apps, Software"
Taobotics,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Manufacturing, Science and Engineering, Software"
CaseGuide,Professional Services
Pepper,"Food and Beverage, Hardware, Health Care, Information Technology, Software"
á la couch,"Food and Beverage, Transportation"
Ultralight,"Consumer Electronics, Hardware, Software"
Voyage Biomedical,Health Care
DevFlight,"Commerce and Shopping, Software"
Cognition IP,"Information Technology, Media and Entertainment, Other, Professional Services"
Dbrain,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
PlayingViral,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Other, Professional Services, Sales and Marketing, Science and Engineering, Software"
Midtype,Software
Wing It,"Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Travel and Tourism"
Evo.Do,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software"
Pengram,"Hardware, Mobile, Platforms, Software"
Trestle,"Data and Analytics, Information Technology, Internet Services, Software"
Datamode,"Consumer Electronics, Data and Analytics, Hardware, Software"
Allpro Technologies,"Education, Financial Services, Information Technology, Payments, Software"
Let’s Do This,"Commerce and Shopping, Events, Media and Entertainment, Sports"
Slite,"Other, Software"
Arrow_2,"Apps, Content and Publishing, Hardware, Internet Services, Media and Entertainment, Mobile, Software, Video"
Pronto,"Administrative Services, Apps, Commerce and Shopping, Food and Beverage, Real Estate, Software, Transportation, Travel and Tourism"
Tough Commerce,"Administrative Services, Apps, Commerce and Shopping, Real Estate, Software"
Plane,"Administrative Services, Financial Services, Health Care, Payments, Professional Services, Software"
Covela,Financial Services
Ben,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software"
Boostly,"Advertising, Commerce and Shopping, Hardware, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software"
SenpAI.GG,"Content and Publishing, Education, Gaming, Hardware, Media and Entertainment, Software, Sports, Video"
Convictional,"Other, Professional Services, Software"
Invocable,"Consumer Electronics, Hardware, Internet Services, Real Estate"
Hedgehog,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software"
Datree,"Information Technology, Internet Services, Software"
Ever Loved,"Community and Lifestyle, Health Care"
Narrator,"Data and Analytics, Education, Software"
Passiv,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software"
Stacker,"Apps, Information Technology, Mobile, Platforms, Software"
64x Bio,"Biotechnology, Health Care, Science and Engineering"
CoinTracker,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Professional Services, Software"
Feroot Security,"Information Technology, Privacy and Security, Software"
Medinas Health,"Commerce and Shopping, Financial Services, Health Care"
Polly,"Apps, Information Technology, Internet Services, Mobile, Platforms, Software"
EARTH AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Natural Resources, Science and Engineering, Software"
EdenFarm Indonesia,"Agriculture and Farming, Consumer Goods, Transportation"
Acorn Biolabs,Health Care
Klarity,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software"
Inscribe,"Information Technology, Internet Services, Other, Software"
Phiar Technologies,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation"
Aura Vision,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Sales and Marketing, Science and Engineering, Software"
PullRequest,"Information Technology, Science and Engineering, Software"
PopSQL,"Data and Analytics, Software"
The Lobby,"Commerce and Shopping, Professional Services, Software"
CoVerified,"Health Care, Information Technology, Mobile, Software"
Breadfast,"Commerce and Shopping, Food and Beverage, Other, Transportation"
Pulse_2,"Community and Lifestyle, Data and Analytics, Design, Information Technology, Other"
Cloosiv,Food and Beverage
SafetyWing,"Apps, Financial Services, Software"
Proof,"Commerce and Shopping, Sales and Marketing"
Avo,"Commerce and Shopping, Information Technology, Professional Services, Sales and Marketing, Software"
Allure Systems,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Science and Engineering, Software"
Soon,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Payments, Software"
Goodcover,Financial Services
Pathrise,"Education, Professional Services"
Pyka,"Agriculture and Farming, Hardware, Science and Engineering, Software, Transportation"
Boundless Immigration,"Administrative Services, Information Technology, Other, Professional Services, Software"
FlowEQ,"Information Technology, Sales and Marketing, Software"
Charge Running,"Apps, Mobile, Other, Platforms, Software, Sports"
BBy,"Commerce and Shopping, Community and Lifestyle, Health Care"
Rain AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
MindsDB,"Artificial Intelligence (AI), Data and Analytics, Software"
Biobot Analytics,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Natural Resources, Science and Engineering, Software"
Catch,"Administrative Services, Apps, Community and Lifestyle, Financial Services, Health Care, Mobile, Other, Software"
D-ID,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software"
BioRender,"Biotechnology, Design, Science and Engineering, Software"
Routable,"Financial Services, Information Technology, Other, Payments"
Nala,"Financial Services, Mobile, Payments, Software"
CoLab Software,"Consumer Electronics, Hardware, Information Technology, Software"
Yassir,"Apps, Financial Services, Information Technology, Mobile, Software, Transportation"
Rebellyous Foods,"Food and Beverage, Manufacturing"
Curebase,"Health Care, Software"
Easol,"Community and Lifestyle, Software, Travel and Tourism"
Microverse,"Education, Internet Services, Software"
Persephone Biosciences,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software"
Collectly,"Financial Services, Health Care, Payments, Software"
Corvus Robotics,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation"
Snappr,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Software"
Centaur Labs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Health Care, Other, Science and Engineering, Software"
Mighty Buildings,"Manufacturing, Real Estate, Sustainability"
Emi Labs,"Administrative Services, Professional Services"
Arpeggio Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software"
Convex,"Information Technology, Sales and Marketing, Software"
Obie,"Financial Services, Real Estate"
Forage,"Education, Professional Services, Software"
Atrium LTS,"Professional Services, Software"
Veryfi,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Information Technology, Science and Engineering, Software"
Sable,Financial Services
Flowspace,"Software, Transportation"
Gordian Software,"Events, Media and Entertainment, Software, Transportation, Travel and Tourism"
ScopeAI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Blueberry Pediatrics,"Health Care, Travel and Tourism"
Nomba,"Commerce and Shopping, Consumer Electronics, Financial Services, Hardware, Lending and Investments, Payments"
Copilot,"Apps, Software"
VenoStent,"Biotechnology, Health Care, Manufacturing, Science and Engineering"
CodeStream,"Consumer Electronics, Hardware, Software"
Four Growers,"Hardware, Manufacturing, Science and Engineering, Software"
Regology,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Information Technology, Media and Entertainment, Professional Services, Science and Engineering, Software"
Reverie Labs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software"
Juni Learning,"Consumer Electronics, Design, Education, Hardware, Science and Engineering, Software"
Cowrywise,Financial Services
Senso.ai,"Data and Analytics, Software"
Upfort,"Financial Services, Information Technology, Privacy and Security"
Spect,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Pylon_2,"Energy, Other, Software"
JITX,"Hardware, Science and Engineering, Software"
Tipe,Internet Services
Genomelink,"Biotechnology, Health Care, Science and Engineering, Software, Sports"
Hiration,"Administrative Services, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Professional Services, Science and Engineering, Software"
SnapTrade,"Financial Services, Software"
Draftbit,"Mobile, Platforms, Software"
MindFi,"Apps, Health Care, Software"
SST,"Apps, Information Technology, Software"
BUMP,"Apps, Clothing and Apparel, Commerce and Shopping, Design, Internet Services, Mobile, Other, Software"
WeatherCheck,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Software"
MARS Auto,"Information Technology, Software, Transportation"
Ovipost,"Agriculture and Farming, Biotechnology, Science and Engineering"
Nanonets,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software"
Modern Fertility,"Community and Lifestyle, Health Care"
Waydev,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Software"
Actipulse Neuroscience (YC W22),"Biotechnology, Health Care, Science and Engineering"
Safepay,"Financial Services, Mobile, Payments, Software"
Anima App,"Design, Information Technology, Internet Services, Software"
Makani Science,"Biotechnology, Health Care, Science and Engineering"
Shone,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation"
College Pulse,"Apps, Community and Lifestyle, Mobile, Software"
Sepsis Scout,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Information Technology, Science and Engineering, Software"
AXDRAFT,"Professional Services, Software"
Glimpsek12,"Education, Software"
onederful,"Financial Services, Health Care, Software"
Bear Flag Robotics,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software"
Supermedium,"Content and Publishing, Hardware, Internet Services, Media and Entertainment, Software"
LUS Brands,"Commerce and Shopping, Consumer Goods"
AllSome,"Administrative Services, Commerce and Shopping, Transportation"
Duffel,"Internet Services, Software, Travel and Tourism"
Cero.AI,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software"
hypcloud,"Financial Services, Real Estate"
Gustav,"Administrative Services, Apps, Professional Services, Software"
HelpNow,Health Care
AuroraQ,"Consumer Electronics, Design, Hardware, Science and Engineering"
Intelline,"Energy, Manufacturing, Natural Resources, Science and Engineering, Sustainability"
Beanstalk,"Agriculture and Farming, Manufacturing"
Ropeo,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design"
SparkSwap,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software"
Entry,Software
GeoPredict,"Commerce and Shopping, Energy, Information Technology, Software, Sustainability"
Cache,"Administrative Services, Information Technology, Other, Sales and Marketing, Software"
Nutrigene Inc.,"Health Care, Sports"
Matagora,"Commerce and Shopping, Sales and Marketing"
Easyplan,"Financial Services, Software"
Tradewind BioScience,"Biotechnology, Health Care, Science and Engineering"
Zergo,"Hardware, Health Care, Science and Engineering"
Passerine Aircraft Corporation,"Manufacturing, Science and Engineering, Transportation"
Mayhem,"Apps, Gaming, Internet Services, Media and Entertainment, Other, Software"
Rhythmm,"Apps, Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software"
Kestrel Materials,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering"
OSIMple,"Hardware, Information Technology, Software"
BHRD,Financial Services
YouTeam (YC W18),"Administrative Services, Professional Services, Science and Engineering, Software"
Hunter2,"Apps, Consumer Electronics, Hardware, Privacy and Security, Software"
Aalo Design,Consumer Goods
Hexel,"Blockchain and Cryptocurrency, Financial Services, Payments, Software"
Aurabeat,"Consumer Electronics, Energy, Hardware, Sustainability"
Smart Alto,"Internet Services, Software"
Clupp,"Apps, Financial Services, Mobile, Software"
GoLinks,Software
Cairns Health,"Consumer Electronics, Hardware, Health Care"
Deed,"Administrative Services, Community and Lifestyle, Other, Sales and Marketing, Social Impact, Software"
Zestful,"Administrative Services, Health Care, Internet Services, Software"
70 Million Jobs,"Administrative Services, Internet Services, Professional Services"
CureSkin,"Apps, Consumer Goods, Health Care, Mobile, Software"
Station,"Apps, Mobile, Platforms, Software"
Hublo,"Health Care, Software"
Gmelius,"Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing, Software"
Elucd,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Other, Privacy and Security, Real Estate, Software"
Penta Medical,Health Care
SimpleMoney,Financial Services
Headstart,"Administrative Services, Education, Professional Services, Software"
Kernal Biologics,"Biotechnology, Health Care, Science and Engineering"
bxblue,"Commerce and Shopping, Financial Services, Lending and Investments"
DocTalk,"Apps, Health Care, Software"
Fieldproxy,"Apps, Information Technology, Software"
LemonBox,"Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Food and Beverage, Health Care, Internet Services, Sports"
Value Voting,"Government and Military, Software"
Haiku,"Design, Other, Software"
Hatch,"Information Technology, Sales and Marketing, Software"
Sendbox,"Commerce and Shopping, Internet Services, Transportation"
Cosmic,"Apps, Information Technology, Internet Services, Mobile, Platforms, Software"
PAYFAZZ,"Financial Services, Lending and Investments, Mobile, Payments"
Flo Recruit,"Administrative Services, Education, Professional Services"
NexGenT,"Education, Professional Services, Software"
RankScience,"Data and Analytics, Information Technology, Internet Services, Professional Services, Sales and Marketing"
Thematic,"Commerce and Shopping, Data and Analytics, Other, Professional Services, Software"
Bottomless,"Consumer Electronics, Data and Analytics, Hardware, Information Technology, Software"
HireSweet,"Administrative Services, Professional Services, Sales and Marketing"
"CocuSocial, Inc.","Commerce and Shopping, Food and Beverage"
HitPay,"Commerce and Shopping, Financial Services, Payments, Software"
INKHUNTER,"Apps, Commerce and Shopping, Community and Lifestyle, Data and Analytics, Hardware, Mobile, Software"
NODE,"Community and Lifestyle, Energy, Real Estate, Social Impact, Sustainability"
Pangea,"Administrative Services, Education"
Fat Llama,"Commerce and Shopping, Other, Real Estate"
Copia,"Food and Beverage, Manufacturing, Software, Sustainability, Transportation, Travel and Tourism"
Prompt,"Commerce and Shopping, Information Technology, Software"
Replit,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software"
Wallarm,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software"
Proven Skincare,"Artificial Intelligence (AI), Commerce and Shopping, Community and Lifestyle, Consumer Goods, Data and Analytics, Science and Engineering, Software"
Humi,"Administrative Services, Financial Services, Health Care, Software"
Nobell Foods,"Food and Beverage, Health Care"
Ribbon Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Software"
Culture Biosciences,"Biotechnology, Hardware, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software"
Mattermost,"Information Technology, Internet Services, Messaging and Telecommunications, Software"
Encellin,"Biotechnology, Health Care, Science and Engineering"
Multiply Labs,"Hardware, Health Care, Manufacturing, Science and Engineering, Software"
Joy,"Apps, Community and Lifestyle, Design, Events, Media and Entertainment, Software"
Starcity,"Real Estate, Travel and Tourism"
Sleep Reset,"Apps, Health Care, Mobile, Software"
Helium Health,"Financial Services, Health Care, Payments, Software"
Enzyme,"Biotechnology, Health Care, Internet Services, Science and Engineering, Software"
Lucy Goods,"Community and Lifestyle, Consumer Goods, Food and Beverage, Manufacturing, Other"
Farmstead,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Science and Engineering, Software, Transportation"
Pnoe,"Health Care, Sports"
RelianceHMO,"Apps, Financial Services, Health Care, Mobile, Software"
Numida,"Financial Services, Mobile, Professional Services"
Meitre,"Events, Food and Beverage, Internet Services, Media and Entertainment, Travel and Tourism"
Kudi,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software"
Shipamax,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Platforms, Software, Transportation"
Nova AI,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Professional Services, Science and Engineering, Software"
Bonsai,"Financial Services, Payments, Professional Services"
CrowdAI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software"
Naborly,"Financial Services, Real Estate"
Power Router,"Information Technology, Sales and Marketing, Software"
Starsky Robotics,"Hardware, Science and Engineering, Software, Transportation"
Withfriends,"Commerce and Shopping, Community and Lifestyle, Events, Internet Services, Media and Entertainment, Music and Audio, Travel and Tourism"
ClearBrain,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software"
Officely,Software
Kisan Network,"Agriculture and Farming, Mobile"
Edwin,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software"
Tetra,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software"
Unima,"Biotechnology, Health Care, Science and Engineering"
Circa,"Advertising, Events, Internet Services, Media and Entertainment, Sales and Marketing, Software"
Inspector Cloud,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
Precious,"Apps, Artificial Intelligence (AI), Community and Lifestyle, Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software"
Audm,"Apps, Content and Publishing, Media and Entertainment, Music and Audio, Software"
Khabri,"Apps, Media and Entertainment, Music and Audio, Software"
CarDash,"Other, Professional Services, Transportation"
Apurata,"Financial Services, Internet Services"
YourQuote,"Internet Services, Software"
Proxy,"Apps, Blockchain and Cryptocurrency, Hardware, Information Technology, Mobile, Other, Privacy and Security, Software"
Buglife,"Mobile, Software"
Caelum Health,"Health Care, Mobile"
SharpestMinds,"Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software"
MyPetrolPump,"Commerce and Shopping, Energy, Transportation"
Edyst,"Education, Internet Services, Mobile, Platforms, Software"
Loom.ai,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software"
Zinc Platform,"Financial Services, Internet Services, Software"
High Earth Orbit Robotics,"Hardware, Science and Engineering, Software"
TL Biolabs,Software
Solve,"Government and Military, Media and Entertainment, Travel and Tourism"
